"","term","df","sumsq","meansq","statistic","p.value","p_BH","significant"
"174","X87707_463.399_11.418_NA;enoxolone CollisionEnergy:205060",6,49.7534808859608,8.2922468143268,11.0993991073196,1.85169914368496e-10,9.67566012320899e-09,"Significant"
"175","X67112_469.184_8.735_NA",6,49.6699126107657,8.27831876846095,11.0735960661151,1.95187555605637e-10,1.01068574822426e-08,"Significant"
"176","X65225_554.332_8.445_NA",6,49.6661958736458,8.2776993122743,11.0724492385951,1.95645283422206e-10,1.01068574822426e-08,"Significant"
"177","X11855_198.185_3.045_NA",6,49.6501160411125,8.27501934018541,11.0674884432605,1.97637778736403e-10,1.01521055608552e-08,"Significant"
"178","X69222_621.419_9.075_NA",6,49.6060556709419,8.26767594515698,11.0539016793149,2.03200419799834e-10,1.03792034652814e-08,"Significant"
"179","X33781_444.28_5.01_NA",6,49.5244227724576,8.25407046207626,11.0287532252487,2.13917182525843e-10,1.08655587906423e-08,"Significant"
"180","X69546_630.442_9.117_NA",6,49.5010412855895,8.25017354759825,11.0215559870419,2.17087977386655e-10,1.09653549466637e-08,"Significant"
"181","X36546_229.141_5.239_NA",6,49.4691476971466,8.24485794952442,11.0117427617382,2.2148787157453e-10,1.1125788554451e-08,"Significant"
"182","X26648_281.195_4.4_NA",6,49.4592755713557,8.24321259522596,11.0087062216456,2.22867503647554e-10,1.1133578808591e-08,"Significant"
"183","X32729_386.275_4.91_NA",6,49.3960274792515,8.23267124654191,10.9892628902539,2.31909475775035e-10,1.15150050227192e-08,"Significant"
"184","X50606_370.28_6.587_NA",6,49.3883200683813,8.23138667806355,10.9868948234935,2.33035737371351e-10,1.15150050227192e-08,"Significant"
"185","X35561_177.112_5.161_NA",6,49.3400269423164,8.2233378237194,10.9720633897598,2.40216328033626e-10,1.18056586728742e-08,"Significant"
"186","X25324_534.311_4.298_NA;Spectral Match to Undecaethylene glycol from NIST14",6,49.2481577165593,8.20802628609321,10.9438796590817,2.54482937740224e-10,1.24134018625797e-08,"Significant"
"187","X70373_514.394_9.241_NA;Brominated Phosphatidylcholine C24H47BrNO8 - putative - Functions on the acyl moity have unknown location",6,49.2429696811604,8.20716161352673,10.9422892590196,2.55313038748614e-10,1.24134018625797e-08,"Significant"
"188","X40458_195.122_5.577_NA",6,49.2027065542752,8.2004510923792,10.9299508589124,2.61846575101668e-10,1.26320133192343e-08,"Significant"
"189","X43378_340.269_5.828_NA",6,49.1936425224003,8.19894042040005,10.9271742947874,2.63339962804206e-10,1.26320133192343e-08,"Significant"
"190","X85986_443.334_10.985_NA",6,49.1897890354899,8.19829817258166,10.9259939824332,2.63977401083866e-10,1.26320133192343e-08,"Significant"
"191","X74425_677.444_9.701_NA",6,49.1772784443645,8.19621307406074,10.9221625060822,2.66057380292091e-10,1.26648884901345e-08,"Significant"
"192","X80185_413.268_10.231_NA",6,49.153272384045,8.1922120640075,10.9148125108326,2.70093876756943e-10,1.27425556321306e-08,"Significant"
"193","X22524_520.332_4.209_NA;Spectral Match to Decaethylene glycol from NIST14",6,49.1509238391755,8.19182063986258,10.9140935969462,2.70491997030489e-10,1.27425556321306e-08,"Significant"
"194","X64194_424.29_8.297_NA",6,49.1357806822412,8.18929678037353,10.9094587442754,2.73072947967662e-10,1.27978311490824e-08,"Significant"
"195","X62156_296.211_8.003_NA",6,49.1122719186857,8.18537865311428,10.9022655789488,2.77127841566597e-10,1.28555690742182e-08,"Significant"
"196","X80824_468.389_10.397_NA",6,49.0918476698371,8.18197461163951,10.8960183208223,2.80698811207823e-10,1.28555690742182e-08,"Significant"
"197","X67078_561.36_8.728_NA",6,49.0914768971909,8.18191281619848,10.8959049290564,2.80764054076817e-10,1.28555690742182e-08,"Significant"
"198","X83769_443.298_10.625_NA",6,49.086237803523,8.1810396339205,10.8943027492943,2.81687547524857e-10,1.28555690742182e-08,"Significant"
"199","X66849_526.301_8.691_NA",6,49.081418868431,8.18023647807183,10.892829173321,2.82539621139663e-10,1.28555690742182e-08,"Significant"
"200","X71696_338.186_9.394_NA",6,49.0770202377215,8.17950337295358,10.8914842171116,2.83319593472673e-10,1.28555690742182e-08,"Significant"
"201","X40468_273.168_5.581_NA;Spectral Match to Curcumol from NIST14",6,49.0720553259216,8.1786758876536,10.8899662202257,2.84202527927612e-10,1.28555690742182e-08,"Significant"
"202","X29198_562.306_4.617_NA",6,49.0288204026972,8.1714700671162,10.8767522614717,2.92006658003788e-10,1.30974543309629e-08,"Significant"
"203","X55020_574.416_7.118_NA",6,49.026501943068,8.171083657178,10.8760439152957,2.92431063482783e-10,1.30974543309629e-08,"Significant"
"204","X56928_291.216_7.337_NA",6,49.0071267137781,8.16785445229635,10.8701252962999,2.9600163185884e-10,1.31923864551989e-08,"Significant"
"205","X13057_394.185_3.173_NA",6,48.9959482708377,8.16599137847296,10.8667113808032,2.98081152480382e-10,1.32202626261055e-08,"Significant"
"206","X36576_224.185_5.24_NA",6,48.9439377260296,8.15732295433827,10.850834989358,3.07947445229208e-10,1.33157845714662e-08,"Significant"
"207","X65541_572.4_8.493_NA",6,48.9432658296094,8.15721097160157,10.8506299738253,3.0807698426199e-10,1.33157845714662e-08,"Significant"
"208","X22698_565.154_4.077_Massbank:FIO00721 Isoschaftoside;Anomalovicenin",6,48.9299415004877,8.15499025008129,10.8465647631684,3.10656977907708e-10,1.33157845714662e-08,"Significant"
"209","X36577_207.159_5.24_NA",6,48.929403355825,8.15490055930416,10.8464005944329,3.10761624925196e-10,1.33157845714662e-08,"Significant"
"210","X70814_470.368_9.287_NA",6,48.9240945443522,8.15401575739204,10.8447811382702,3.11795833155119e-10,1.33157845714662e-08,"Significant"
"211","X19036_342.212_3.708_NA",6,48.9238689676813,8.15397816128022,10.8447123288975,3.11839852694946e-10,1.33157845714662e-08,"Significant"
"212","X9793_179.127_2.92_NA",6,48.9162898667567,8.15271497779279,10.8424005566375,3.13322418827234e-10,1.33157845714662e-08,"Significant"
"213","X74928_379.305_9.761_NA",6,48.9114755510979,8.15191259184965,10.8409322372162,3.1426776208926e-10,1.33157845714662e-08,"Significant"
"214","X77759_586.452_10.055_NA",6,48.9054712064519,8.15091186774199,10.8391011228237,3.15450718201725e-10,1.33157845714662e-08,"Significant"
"215","X43664_317.193_5.838_NA",6,48.9054324575931,8.15090540959885,10.8390893063306,3.15458366599459e-10,1.33157845714662e-08,"Significant"
"216","X61945_503.319_7.981_NA;Spectral Match to .beta.-Cryptoxanthin from NIST14",6,48.9009463877186,8.15015773128644,10.8377213235889,3.16345080008436e-10,1.33157845714662e-08,"Significant"
"217","X91699_932.629_12.77_NA;SQDG(16:0/18:3); [M+NH4]+ C43H80N1O12S1",6,48.8843598153912,8.14739330256521,10.8326642311714,3.19644940691574e-10,1.33774765943281e-08,"Significant"
"218","X30012_342.248_4.681_NA",6,48.8788260352313,8.14647100587189,10.8309773196284,3.2075339832419e-10,1.33774765943281e-08,"Significant"
"219","X49828_340.269_6.492_NA",6,48.8641021299321,8.14401702165535,10.8264895989966,3.23721179309544e-10,1.34396025674994e-08,"Significant"
"220","X50306_288.149_6.548_NA",6,48.855726197292,8.14262103288199,10.8239371393632,3.25421501958406e-10,1.34487831627537e-08,"Significant"
"221","X54277_276.162_7.01_NA",6,48.8350376766608,8.13917294611014,10.8176339818644,3.29659080990149e-10,1.34512241043251e-08,"Significant"
"222","X64850_563.376_8.391_NA",6,48.8342563920349,8.13904273200581,10.8173959876709,3.29820170149272e-10,1.34512241043251e-08,"Significant"
"223","X89518_981.277_12.062_NA;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",6,48.8327708808413,8.13879514680688,10.8169434805181,3.30126674143594e-10,1.34512241043251e-08,"Significant"
"224","X76557_744.509_9.934_NA",6,48.8266218026957,8.13777030044928,10.8150704965486,3.31398394123275e-10,1.34512241043251e-08,"Significant"
"225","X35748_210.102_5.169_NA",6,48.8005067093054,8.13341778488423,10.8071179174515,3.36853358745145e-10,1.35400186473817e-08,"Significant"
"226","X87851_579.482_11.458_NA",6,48.7954477855732,8.13257463092886,10.8055777407359,3.37920254929941e-10,1.35400186473817e-08,"Significant"
"227","X65535_412.326_8.492_NA",6,48.7919309530063,8.13198849216771,10.804507120348,3.38663893902628e-10,1.35400186473817e-08,"Significant"
"228","X80641_473.344_10.373_NA",6,48.7877836292573,8.13129727154288,10.8032446354472,3.39542922525631e-10,1.35400186473817e-08,"Significant"
"229","X12026_215.089_3.067_NA;HYDROXYPHENYLLACTIC ACID",6,48.7663635712266,8.1277272618711,10.7967254456011,3.44118821734952e-10,1.36625691144724e-08,"Significant"
"230","X78586_688.52_10.227_NA",6,48.7503986297264,8.12506643828773,10.791867913882,3.47568816929312e-10,1.37395464500926e-08,"Significant"
"231","X59459_294.196_7.658_NA",6,48.7363747705668,8.12272912842779,10.7876019628885,3.50627439187139e-10,1.3759857261629e-08,"Significant"
"232","X45732_361.22_6.04_NA",6,48.7246218713583,8.12077031189306,10.7840275279817,3.53211169165798e-10,1.3759857261629e-08,"Significant"
"233","X57658_494.977_7.43_NA",6,48.7215509600466,8.12025849334111,10.7830936712886,3.53889355500854e-10,1.3759857261629e-08,"Significant"
"234","X28162_268.211_4.526_NA",6,48.7204345227296,8.12007242045494,10.7827541763163,3.54136229566783e-10,1.3759857261629e-08,"Significant"
"235","X76952_735.486_9.979_NA",6,48.7061440264639,8.11769067107732,10.7784091245378,3.57311261065875e-10,1.3824144619621e-08,"Significant"
"236","X67272_313.179_8.756_NA",6,48.6881929559102,8.11469882598503,10.7729524188122,3.61339345650275e-10,1.39158290387554e-08,"Significant"
"237","X41684_414.306_5.755_NA",6,48.6764021393196,8.11273368988661,10.7693691042106,3.64009418407514e-10,1.39158290387554e-08,"Significant"
"238","X23160_212.118_4.105_Massbank:LU084503 1,3-Diphenylguanidine|1,2-diphenylguanidine",6,48.6738330392436,8.1123055065406,10.7685884221096,3.64593773722032e-10,1.39158290387554e-08,"Significant"
"239","X51741_340.269_6.709_NA",6,48.6672926497399,8.11121544162332,10.7666011082677,3.66085593178356e-10,1.39158290387554e-08,"Significant"
"240","X66631_616.427_8.657_NA",6,48.6618404103332,8.11030673505554,10.76494458401,3.67333806566355e-10,1.39158290387554e-08,"Significant"
"241","X37600_356.264_5.333_NA",6,48.6531344653848,8.1088557442308,10.7622997913931,3.69335605912884e-10,1.39336071741076e-08,"Significant"
"242","X74737_528.41_9.739_NA",6,48.6378833500893,8.10631389168155,10.7576674827017,3.72868297596432e-10,1.39799246519865e-08,"Significant"
"243","X79832_474.342_10.278_NA",6,48.6345769703897,8.10576282839829,10.7566633599954,3.73638549321679e-10,1.39799246519865e-08,"Significant"
"244","X40467_296.242_5.58_NA",6,48.6140578928838,8.1023429821473,10.7504330087974,3.78453820834036e-10,1.40464699613219e-08,"Significant"
"245","X57640_492.98_7.428_NA",6,48.6138329561878,8.10230549269796,10.7503647205593,3.78506944624271e-10,1.40464699613219e-08,"Significant"
"246","X26400_372.259_4.38_NA",6,48.5718275010942,8.09530458351569,10.7376164682516,3.88557308580569e-10,1.43608254049371e-08,"Significant"
"247","X67120_489.303_8.73_NA",6,48.5354400079822,8.08924000133037,10.7265798490853,3.97475637550492e-10,1.45158139820145e-08,"Significant"
"248","X63729_229.068_8.227_NA",6,48.5185160191961,8.08641933653268,10.7214487645309,4.01691991207416e-10,1.45158139820145e-08,"Significant"
"249","X79702_498.399_10.276_NA",6,48.5173754453829,8.08622924089715,10.7211030085439,4.01977726947738e-10,1.45158139820145e-08,"Significant"
"250","X20182_476.306_4.013_NA;Spectral Match to Decaethylene glycol from NIST14",6,48.5141032021505,8.08568386702508,10.7201110872726,4.02798598485953e-10,1.45158139820145e-08,"Significant"
"251","X74539_333.18_9.721_NA",6,48.5124518913454,8.08540864855756,10.7196105411968,4.03213471188264e-10,1.45158139820145e-08,"Significant"
"252","X23293_328.233_4.117_NA",6,48.5109042458397,8.08515070763996,10.7191414296939,4.03602681236428e-10,1.45158139820145e-08,"Significant"
"253","X29349_627.32_4.633_NA",6,48.5036065377161,8.08393442295269,10.716929549283,4.0544293918992e-10,1.45158139820145e-08,"Significant"
"254","X73557_540.373_9.605_NA",6,48.5032890788119,8.08388151313531,10.7168333354932,4.055231798759e-10,1.45158139820145e-08,"Significant"
"255","X44484_203.106_5.92_NA",6,48.4780976241484,8.07968293735807,10.7091999328808,4.11940670382737e-10,1.46877042161563e-08,"Significant"
"256","X69977_474.342_9.179_NA",6,48.4619549129092,8.07699248548487,10.7043099891425,4.16105481961725e-10,1.47782462577969e-08,"Significant"
"257","X32338_548.327_4.882_NA",6,48.4419725521741,8.07366209202901,10.6982586151525,4.21318398833209e-10,1.47895295779427e-08,"Significant"
"258","X43384_295.211_5.827_NA;Spectral Match to Hexaethylene glycol from NIST14",6,48.4382177268895,8.07303628781492,10.697121726406,4.2230509633618e-10,1.47895295779427e-08,"Significant"
"259","X20483_267.179_3.82_NA",6,48.434578747793,8.07242979129883,10.6960199760478,4.23263523179685e-10,1.47895295779427e-08,"Significant"
"260","X62119_599.335_8.015_NA;NCGC00384894-01_C36H58O11_3-(Hexopyranosyloxy)-2,6,23-trihydroxyolean-12-en-28-oic acid",6,48.4343923264361,8.07239872107268,10.695963536103,4.23312680098163e-10,1.47895295779427e-08,"Significant"
"261","X71461_426.342_9.357_NA",6,48.4296825782111,8.07161376303519,10.6945376910914,4.24556447409046e-10,1.47895295779427e-08,"Significant"
"262","X19663_284.206_3.801_NA",6,48.4199199999463,8.06998666665771,10.6915824628933,4.27146058310617e-10,1.48104299022588e-08,"Significant"
"263","X32165_680.369_4.867_NA",6,48.4147338127475,8.06912230212459,10.6900127328746,4.2852806166599e-10,1.48104299022588e-08,"Significant"
"264","X92039_981.278_12.937_NA;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",6,48.4090666158244,8.06817776930406,10.6882975557225,4.30043279168095e-10,1.48104299022588e-08,"Significant"
"265","X73990_482.367_9.653_NA",6,48.4025502147524,8.06709170245874,10.6863255509221,4.31792068050009e-10,1.48145414441912e-08,"Significant"
"266","X88701_535.456_11.773_NA",6,48.382124954838,8.063687492473,10.6801456976351,4.37319048451392e-10,1.49200643501996e-08,"Significant"
"267","X54112_461.272_7.117_NA",6,48.3790771885723,8.06317953142872,10.6792237331762,4.38149711999922e-10,1.49200643501996e-08,"Significant"
"268","X92260_610.577_13.024_NA;apigenin 6,8-digalactoside",6,48.3650445355146,8.06084075591909,10.6749793408329,4.41994380622576e-10,1.49850671427782e-08,"Significant"
"269","X31508_400.254_4.81_NA",6,48.3601074354039,8.06001790590065,10.6734862555964,4.43354934162707e-10,1.49850671427782e-08,"Significant"
"270","X40504_251.185_5.578_NA;Spectral Match to Hexaethylene glycol from NIST14",6,48.3482621274158,8.05804368790263,10.6699044398986,4.46636077055054e-10,1.50400563429057e-08,"Significant"
"271","X52780_302.232_6.83_NA;Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate",6,48.3370317181117,8.05617195301862,10.6665091586275,4.4976897425237e-10,1.50401553402097e-08,"Significant"
"272","X40525_268.211_5.58_NA",6,48.3363942481918,8.05606570803197,10.6663164503268,4.49947454084585e-10,1.50401553402097e-08,"Significant"
"273","X65470_456.353_8.484_NA",6,48.319998164497,8.05333302741616,10.6613605308696,4.54562101842935e-10,1.50472230903675e-08,"Significant"
"274","X27555_298.222_4.414_NA",6,48.3161493734002,8.05269156223337,10.6601973662904,4.55652074089698e-10,1.50472230903675e-08,"Significant"
"275","X15375_245.136_3.399_NA",6,48.3156966067671,8.05261610112785,10.6600605376702,4.55780466062838e-10,1.50472230903675e-08,"Significant"
"276","X58974_354.285_7.592_NA",6,48.3079069214425,8.05131782024042,10.6577065994677,4.57994991436505e-10,1.50472230903675e-08,"Significant"
"277","X48066_174.185_6.296_NA",6,48.3017445810734,8.05029076351224,10.6558446218245,4.59754384499717e-10,1.50472230903675e-08,"Significant"
"278","X86485_507.425_11.109_NA",6,48.3005756559491,8.05009594265819,10.655491445883,4.60088871438864e-10,1.50472230903675e-08,"Significant"
"279","X25860_453.343_4.338_NA",6,48.2839514351659,8.04732523919432,10.6504693315458,4.64871901188545e-10,1.51491588731407e-08,"Significant"
"280","X3643_224.149_1.773_NA",6,48.2683143059577,8.04471905099294,10.645746579593,4.69415611428791e-10,1.52425954968235e-08,"Significant"
"281","X62469_440.321_8.049_NA",6,48.2572529971967,8.04287549953278,10.6424065067972,4.72656101882416e-10,1.52452960711162e-08,"Significant"
"282","X64956_541.394_8.405_NA;Spectral Match to Octapropylene glycol from NIST14",6,48.2565855390923,8.04276425651539,10.6422049792282,4.72852341845005e-10,1.52452960711162e-08,"Significant"
"283","X14844_267.179_3.345_NA",6,48.2327091121795,8.03878485202991,10.6349972532061,4.7992529602365e-10,1.53003103043644e-08,"Significant"
"284","X63714_456.353_8.223_NA",6,48.2267030938463,8.03778384897439,10.6331845932618,4.81720808184033e-10,1.53003103043644e-08,"Significant"
"285","X12027_210.133_3.066_NA",6,48.2255878513932,8.0375979752322,10.6328480233202,4.82054939865626e-10,1.53003103043644e-08,"Significant"
"286","X25842_624.379_4.334_NA",6,48.2199486464841,8.03665810774735,10.6311462509065,4.83747969412667e-10,1.53003103043644e-08,"Significant"
"287","X59899_483.352_7.715_NA;Spectral Match to Heptapropylene glycol from NIST14",6,48.2192584833461,8.03654308055768,10.6309379868399,4.83955575345592e-10,1.53003103043644e-08,"Significant"
"288","X84790_540.446_10.858_NA",6,48.2169332373621,8.03615553956036,10.6302363353136,4.84655671761652e-10,1.53003103043644e-08,"Significant"
"289","X74388_686.468_9.699_NA",6,48.2091607754711,8.03486012924518,10.6278911474308,4.87003089769182e-10,1.53162330101453e-08,"Significant"
"290","X12029_193.107_3.069_NA",6,48.200889767858,8.03348162797633,10.625395839263,4.8951337565588e-10,1.53162330101453e-08,"Significant"
"291","X44373_159.117_5.912_NA",6,48.1985894532009,8.03309824220015,10.6247019056679,4.90213792999591e-10,1.53162330101453e-08,"Significant"
"292","X77160_440.358_10.006_NA",6,48.18292869479,8.03048811579833,10.6199781891752,4.95008604463626e-10,1.54130761362441e-08,"Significant"
