"","Comparison","Z","P.unadj","P.adj","significant"
"X35495_302.211_5.153_NA","La_Jolla Reefs - Mission_Bay",0.619725544380812,0.535438495085696,0.624678244266645,"Nonsignificant"
"X89181_908.237_11.883_NA..3S.4R.6aR.6bS.8aS.11R.12R.12aS.14bR..3.12.dihydroxy.4.6a.6b.11.12.14b.hexamethyl.8a...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6....2R.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxymethyl.oxan.2.yl.oxycarbonyl.1.2.3.4a.5.6.7.8.9.10.11.12a.14.14a.tetradecahydropicene.4.carboxylic.acid","La_Jolla Reefs - Mission_Bay",0.616333837453691,0.537674210593793,0.627286579026091,"Nonsignificant"
"X2545_297.108_1.082_NA","La_Jolla Reefs - Mission_Bay",-0.807452625342882,0.419405758151812,0.629108637227717,"Nonsignificant"
"X2299_355.113_0.997_NA","La_Jolla Reefs - Mission_Bay",0.5224693458101,0.601343584311874,0.631410763527468,"Nonsignificant"
"X72308_718.531_9.467_NA","La_Jolla Reefs - Mission_Bay",-0.80066730916353,0.423324272721676,0.634986409082513,"Nonsignificant"
"X2557_266.138_1.048_NA","La_Jolla Reefs - Mission_Bay",-0.796143765043962,0.425948478845429,0.638922718268144,"Nonsignificant"
"X2615_296.149_1.053_NA","La_Jolla Reefs - Mission_Bay",-0.74412300766893,0.45680206129156,0.639522885808185,"Nonsignificant"
"X307_266.159_0.631_NA","La_Jolla Reefs - Mission_Bay",-0.78935844886461,0.429902533976512,0.644853800964768,"Nonsignificant"
"X79524_326.232_10.251_NA","La_Jolla Reefs - Mission_Bay",-0.839117865838283,0.401403171455248,0.6484205077354,"Nonsignificant"
"X86594_755.487_11.127_NA","La_Jolla Reefs - Mission_Bay",-0.586930151442142,0.557250618742888,0.650125721866702,"Nonsignificant"
"X90412_1294.363_12.411_Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.836856092615,0.402673463223564,0.650472517514988,"Nonsignificant"
"X80263_856.608_10.561_NA","La_Jolla Reefs - Mission_Bay",-0.540563522288372,0.588808466317206,0.650788304876911,"Nonsignificant"
"X56079_257.128_7.232_NA","La_Jolla Reefs - Mission_Bay",-0.664960985576491,0.506075447234801,0.664224024495676,"Nonsignificant"
"X88168_907.259_11.653_NA.THEAFLAVIN.DIGALLATE","La_Jolla Reefs - Mission_Bay",0.660437441456923,0.508973151611408,0.668027261489973,"Nonsignificant"
"X87566_1086.321_11.423_NA","La_Jolla Reefs - Mission_Bay",-0.583537191424267,0.559531727926936,0.691186252145039,"Nonsignificant"
"X89551_361.079_11.918_NA","La_Jolla Reefs - Mission_Bay",-0.680793389994979,0.496002233158341,0.694403126421677,"Nonsignificant"
"X87762_1086.617_11.338_NA","La_Jolla Reefs - Mission_Bay",0.730552375310227,0.46505261061333,0.697578915919994,"Nonsignificant"
"X89632_833.24_12.125_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",-0.84251052567321,0.399502250510034,0.69912893839256,"Nonsignificant"
"X88775_1296.362_11.792_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-0.470448830443027,0.638034384193958,0.705195898319638,"Nonsignificant"
"X50338_229.143_6.562_NA.Spectral.Match.to.Monolaurin.from.NIST14","La_Jolla Reefs - Mission_Bay",-0.515684029630748,0.606075110604932,0.707087629039088,"Nonsignificant"
"X81438_441.263_10.472_NA","La_Jolla Reefs - Mission_Bay",-0.463663272255716,0.642889014867851,0.710561542748678,"Nonsignificant"
"X60937_412.165_7.857_NA","La_Jolla Reefs - Mission_Bay",0.764478956206986,0.444581872531315,0.71817071716597,"Nonsignificant"
"X2200_241.118_1.012_NA","La_Jolla Reefs - Mission_Bay",-0.755431867967851,0.449989898046615,0.726906758382994,"Nonsignificant"
"X74527_351.216_9.596_NA","La_Jolla Reefs - Mission_Bay",0.490804536973124,0.623564700831841,0.727492150970481,"Nonsignificant"
"X2140_267.097_0.989_NA","La_Jolla Reefs - Mission_Bay",-0.391286566342629,0.695585427439054,0.730364698811007,"Nonsignificant"
"X82465_366.321_10.593_NA","La_Jolla Reefs - Mission_Bay",-0.434260235478524,0.664099476192368,0.734004684212617,"Nonsignificant"
"X91372_906.258_12.697_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",0.431998463418741,0.665742529955082,0.735820691002986,"Nonsignificant"
"X2053_317.134_0.971_NA","La_Jolla Reefs - Mission_Bay",-0.479495676674204,0.631586043120046,0.736850383640054,"Nonsignificant"
"X75113_646.473_9.772_NA","La_Jolla Reefs - Mission_Bay",0.529255751027788,0.596628046717494,0.737011116533375,"Nonsignificant"
"X57154_480.295_7.363_NA","La_Jolla Reefs - Mission_Bay",-1.07660350045718,0.281657439733496,0.739350779300427,"Nonsignificant"
"X1611_245.113_0.823_NA","La_Jolla Reefs - Mission_Bay",0.461401500195932,0.644510575403106,0.751929004636957,"Nonsignificant"
"X7885_398.144_2.594_NA","La_Jolla Reefs - Mission_Bay",-0.506636941391612,0.612409583286912,0.756505955825009,"Nonsignificant"
"X1208_210.913_0.703_NA","La_Jolla Reefs - Mission_Bay",0.558657698766644,0.57639535398731,0.756518902108344,"Nonsignificant"
"X352_285.144_0.629_Usujirene","La_Jolla Reefs - Mission_Bay",0.504375169331828,0.613997763603645,0.758467825628032,"Nonsignificant"
"X90537_832.239_12.365_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",-0.504375169331828,0.613997763603645,0.758467825628032,"Nonsignificant"
"X1218_270.869_0.702_NA","La_Jolla Reefs - Mission_Bay",0.606154912022107,0.544411889900454,0.762176645860635,"Nonsignificant"
"X52780_302.232_6.83_NA.Massbank.RP024902.Decanoyl.L.Carnitine.Decanoylcarnitine.3.decanoyloxy.4..trimethylazaniumyl.butanoate","La_Jolla Reefs - Mission_Bay",-0.343789353087166,0.731004707750461,0.767554943137984,"Nonsignificant"
"X56783_664.195_7.322_NA","La_Jolla Reefs - Mission_Bay",-0.33474226484803,0.737819516143889,0.774710491951084,"Nonsignificant"
"X92111_1221.345_12.947_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-0.431998685647203,0.665742368439241,0.776699429845781,"Nonsignificant"
"X83265_249.185_10.686_NA.NCGC00179704.04_C15H24O3_2.Naphthaleneacetic.acid..decahydro.8.hydroxy.4a.8.dimethyl.alpha.methylene.","La_Jolla Reefs - Mission_Bay",-0.327956948668677,0.742944213909038,0.780091424604489,"Nonsignificant"
"X82433_627.349_10.531_NA","La_Jolla Reefs - Mission_Bay",-0.370930617804573,0.710689209665924,0.785498600157074,"Nonsignificant"
"X180_182.033_0.675_NA","La_Jolla Reefs - Mission_Bay",0.818761485641802,0.412922508879907,0.78830660786164,"Nonsignificant"
"X2483_353.134_1.099_NA","La_Jolla Reefs - Mission_Bay",-0.316648088369759,0.751510642664822,0.789086174798063,"Nonsignificant"
"X87508_552.462_11.372_NA","La_Jolla Reefs - Mission_Bay",0.316648088369759,0.751510642664822,0.789086174798063,"Nonsignificant"
"X48185_342.264_6.308_NA","La_Jolla Reefs - Mission_Bay",-0.309862772190406,0.756665313834959,0.794498579526707,"Nonsignificant"
"X11297_224.164_2.984_NA","La_Jolla Reefs - Mission_Bay",-0.305339228070838,0.760107801855128,0.798113191947884,"Nonsignificant"
"X89223_1294.363_11.95_Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.252187844126571,0.800895873474867,0.800895873474867,"Nonsignificant"
"X90429_907.259_12.326_NA..2S.3R.4S.5S.6R..2...2R.3R.4S.5S.6R..2....3S.6S.8R.10R.12R.13R.14R.17S..3.12.dihydroxy.4.4.8.10.14.pentamethyl.17...2S..6.methyl.2...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyhept.5.en.2.yl..2.3.5.6.7.9.11.12.13.15.16.17.dodecahydro.1H.cyclopenta.a.phenanthren.6.yl.oxy..4.5.dihydroxy.6..hydroxymethyl.oxan.3.yl.oxy.6..hydroxymethyl.oxane.3.4.5.triol","La_Jolla Reefs - Mission_Bay",-0.395810110462197,0.692245117618522,0.807619303888276,"Nonsignificant"
"X90687_722.527_12.385_NA","La_Jolla Reefs - Mission_Bay",-0.343789529939135,0.731004574740223,0.807952424712878,"Nonsignificant"
"X88925_392.373_11.853_NA","La_Jolla Reefs - Mission_Bay",0.393548540851378,0.693914379718814,0.809566776338617,"Nonsignificant"
"X83210_410.289_10.757_NA","La_Jolla Reefs - Mission_Bay",-0.499851882345717,0.617179375494349,0.810047930336333,"Nonsignificant"
"X48087_204.082_6.296_NA.Massbank.EA026209.Simazine.6.chloranyl.N2.N4.diethyl.1.3.5.triazine.2.4.diamine","La_Jolla Reefs - Mission_Bay",0.237486066277317,0.812279727553543,0.812279727553543,"Nonsignificant"
"X89570_907.259_12.019_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",0.235224294217534,0.814034650873774,0.814034650873774,"Nonsignificant"
"X92171_255.138_12.977_NA","La_Jolla Reefs - Mission_Bay",-0.54508706640794,0.58569363755184,0.819971092572575,"Nonsignificant"
"X67223_189.091_8.752_NA.Massbank.LU096701.4.Methylumbelliferone.7.hydroxy.4.methylchromen.2.one","La_Jolla Reefs - Mission_Bay",-0.269150875114293,0.78781358169139,0.827204260775959,"Nonsignificant"
"X27345_250.18_4.46_NA","La_Jolla Reefs - Mission_Bay",0.425213147239389,0.67068130090749,0.828488665826899,"Nonsignificant"
"X90734_833.24_12.432_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",-1.08452026056458,0.278134188740101,0.834402566220303,"Nonsignificant"
"X2526_339.118_1.11_NA","La_Jolla Reefs - Mission_Bay",-0.361883529565437,0.717439068474369,0.837012246553431,"Nonsignificant"
"X91359_1221.345_12.638_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.253318470695806,0.800022123939054,0.840023230136007,"Nonsignificant"
"X2741_337.139_1.167_NA","La_Jolla Reefs - Mission_Bay",0.303077456011054,0.761830834147881,0.842023553531868,"Nonsignificant"
"X90597_906.258_12.403_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",-0.19903594126099,0.842234629950302,0.842234629950302,"Nonsignificant"
"X77559_293.174_10.026_NA.dihydroauroglaucin","La_Jolla Reefs - Mission_Bay",-0.235224294217534,0.814034650873774,0.854736383417462,"Nonsignificant"
"X80507_517.314_10.363_NA","La_Jolla Reefs - Mission_Bay",-0.235224294217534,0.814034650873774,0.854736383417462,"Nonsignificant"
"X80892_277.179_10.355_NA.Octinoxate","La_Jolla Reefs - Mission_Bay",0.180941764782718,0.8564132863161,0.8564132863161,"Nonsignificant"
"X1110_229.958_0.688_NA","La_Jolla Reefs - Mission_Bay",0.180941764782718,0.8564132863161,0.8564132863161,"Nonsignificant"
"X90434_726.461_12.336_NA","La_Jolla Reefs - Mission_Bay",-0.178679992722935,0.858188979847139,0.858188979847139,"Nonsignificant"
"X85855_410.29_11.031_NA","La_Jolla Reefs - Mission_Bay",-0.282721652910474,0.777390216526197,0.859220765634218,"Nonsignificant"
"X90072_834.239_12.2_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",-0.686448173266629,0.492430535437284,0.861753437015248,"Nonsignificant"
"X90743_908.258_12.555_NA..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl..9..hydroxymethyl..2.2.6a.6b.9.12a.hexamethyl.10..3.4.5.trihydroxy.6...3.4.5.trihydroxy.6.methyloxan.2.yl.oxymethyl.oxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.4a.carboxylate","La_Jolla Reefs - Mission_Bay",-0.384501250163278,0.700606969487852,0.865455668190876,"Nonsignificant"
"X15941_383.133_3.518_NA","La_Jolla Reefs - Mission_Bay",-0.556395926706859,0.577940222853183,0.866910334279774,"Nonsignificant"
"X87317_363.077_11.317_NA","La_Jolla Reefs - Mission_Bay",0.970300213647329,0.331896870830632,0.871229285930409,"Nonsignificant"
"X269_245.113_0.621_NA","La_Jolla Reefs - Mission_Bay",0.305339228070838,0.760107801855128,0.886792435497649,"Nonsignificant"
"X83083_590.369_10.66_NA","La_Jolla Reefs - Mission_Bay",-0.194512397141422,0.845774689591444,0.888063424071016,"Nonsignificant"
"X79350_309.205_10.218_NA.Massbank.NA002994..6..Gingerol.5.hydroxy.1..4.hydroxy.3.methoxyphenyl.decan.3.one","La_Jolla Reefs - Mission_Bay",-0.352836441326301,0.724211062332307,0.894613665234026,"Nonsignificant"
"X80333_221.117_10.319_NA","La_Jolla Reefs - Mission_Bay",-0.296292139831703,0.767006988120632,0.894841486140737,"Nonsignificant"
"X69172_703.495_9.066_NA","La_Jolla Reefs - Mission_Bay",-0.526993161025121,0.598198337711997,0.897297506567995,"Nonsignificant"
"X90819_255.138_12.502_NA","La_Jolla Reefs - Mission_Bay",-0.346051125146949,0.729304293195529,0.900905303359183,"Nonsignificant"
"X216_336.859_0.648_NA","La_Jolla Reefs - Mission_Bay",0.400333654581765,0.688910783143028,0.904195402875224,"Nonsignificant"
"X85357_532.363_10.84_NA","La_Jolla Reefs - Mission_Bay",-0.275936191293646,0.78259707597523,0.913029921971102,"Nonsignificant"
"X3029_293.113_1.534_NA","La_Jolla Reefs - Mission_Bay",-0.162847588304447,0.870638438295624,0.914170360210406,"Nonsignificant"
"X70314_272.221_9.192_NA.NCGC00179704.03.2..8.hydroxy.4a.8.dimethyl.1.2.3.4.5.6.7.8a.octahydronaphthalen.2.yl.prop.2.enoic.acid","La_Jolla Reefs - Mission_Bay",0.157193239018223,0.87509255654325,0.918847184370412,"Nonsignificant"
"X51283_377.243_6.655_NA","La_Jolla Reefs - Mission_Bay",-0.505506315403926,0.613203263869141,0.919804895803712,"Nonsignificant"
"X70101_415.247_9.195_NA","La_Jolla Reefs - Mission_Bay",-0.21034480155991,0.833398570766931,0.921124736110819,"Nonsignificant"
"X92097_536.503_12.95_NA.Cer.d18.2.20.1....M.H...C38H72N1O3","La_Jolla Reefs - Mission_Bay",0.205821363318824,0.836930452947923,0.925028395363493,"Nonsignificant"
"X89388_908.258_12.002_NA..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl..9..hydroxymethyl..2.2.6a.6b.9.12a.hexamethyl.10..3.4.5.trihydroxy.6...3.4.5.trihydroxy.6.methyloxan.2.yl.oxymethyl.oxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.4a.carboxylate","La_Jolla Reefs - Mission_Bay",-0.088209110331575,0.929710476547178,0.929710476547178,"Nonsignificant"
"X1103_246.955_0.686_NA","La_Jolla Reefs - Mission_Bay",0.373192389864358,0.709005259730729,0.930569403396582,"Nonsignificant"
"X92112_906.258_12.941_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",-0.140229867706607,0.88847837403683,0.932902292738671,"Nonsignificant"
"X62680_524.264_8.082_NA","La_Jolla Reefs - Mission_Bay",-0.0836855662120069,0.933306433380385,0.933306433380385,"Nonsignificant"
"X2692_264.107_1.221_NA","La_Jolla Reefs - Mission_Bay",-0.192250625081639,0.847545892351106,0.936761249440696,"Nonsignificant"
"X65344_485.199_8.461_NA","La_Jolla Reefs - Mission_Bay",0.0780312564849624,0.937803189706855,0.937803189706855,"Nonsignificant"
"X80781_293.174_10.397_NA.dihydroauroglaucin","La_Jolla Reefs - Mission_Bay",0.0746385163683653,0.940502327947614,0.940502327947614,"Nonsignificant"
"X86838_524.451_11.207_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-0.422951592754068,0.672330579451942,0.941262811232718,"Nonsignificant"
"X45937_433.306_6.062_NA","La_Jolla Reefs - Mission_Bay",0.185465308902287,0.852864087688628,0.942639254813747,"Nonsignificant"
"X89945_906.258_12.064_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",0.0689840833101548,0.945002288993303,0.945002288993303,"Nonsignificant"
"X1266_268.872_0.705_NA","La_Jolla Reefs - Mission_Bay",0.355098213386086,0.722516015059876,0.948302269766087,"Nonsignificant"
"X2949_285.144_1.37_Usujirene","La_Jolla Reefs - Mission_Bay",-0.117612147108767,0.90637497975094,0.951693728738487,"Nonsignificant"
"X89625_566.569_12.072_NA","La_Jolla Reefs - Mission_Bay",-0.0441046005423142,0.964821025652535,0.964821025652535,"Nonsignificant"
"X1918_254.16_0.908_NA","La_Jolla Reefs - Mission_Bay",-0.101779742690279,0.918931505128864,0.964878080385307,"Nonsignificant"
"X72920_197.153_9.462_NA","La_Jolla Reefs - Mission_Bay",0.0995179706304958,0.920727020226921,0.966763371238267,"Nonsignificant"
"X87988_363.077_11.595_NA","La_Jolla Reefs - Mission_Bay",-0.524731117869884,0.599770121985705,0.968859427823062,"Nonsignificant"
"X87419_906.258_11.3_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",0.273674419233862,0.784334837970425,0.968884211610525,"Nonsignificant"
"X90073_846.292_12.213_NA.Contaminants.septum.vial.Thermo.C4000.53.and.C4000.54.serie","La_Jolla Reefs - Mission_Bay",-0.0961254114383789,0.923420969346594,0.969592017813924,"Nonsignificant"
"X67403_792.567_8.778_NA","La_Jolla Reefs - Mission_Bay",0.272543673405697,0.785204015191593,0.969957901119027,"Nonsignificant"
"X91286_871.572_12.704_Pheophytin.a.Chlorophyll.a","La_Jolla Reefs - Mission_Bay",-0.0927327021546361,0.926115916377513,0.972421712196389,"Nonsignificant"
"X2370_343.15_1.083_NA","La_Jolla Reefs - Mission_Bay",-0.0882091103315761,0.929710476547178,0.976196000374536,"Nonsignificant"
"X61638_322.274_7.954_NA","La_Jolla Reefs - Mission_Bay",-0.029403036777192,0.976543150855259,0.976543150855259,"Nonsignificant"
"X69621_588.239_9.128_NA","La_Jolla Reefs - Mission_Bay",0.0294030367771909,0.97654315085526,0.97654315085526,"Nonsignificant"
"X91133_907.259_12.628_NA.THEAFLAVIN.DIGALLATE","La_Jolla Reefs - Mission_Bay",-0.0248794926576251,0.98015108465955,0.98015108465955,"Nonsignificant"
"X88663_908.258_11.761_NA..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl..9..hydroxymethyl..2.2.6a.6b.9.12a.hexamethyl.10..3.4.5.trihydroxy.6...3.4.5.trihydroxy.6.methyloxan.2.yl.oxymethyl.oxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.4a.carboxylate","La_Jolla Reefs - Mission_Bay",-0.0180941857862708,0.985563716263956,0.985563716263956,"Nonsignificant"
"X77432_347.183_10.028_NA","La_Jolla Reefs - Mission_Bay",-0.0158324044184878,0.987368096685709,0.987368096685709,"Nonsignificant"
"X75806_577.144_9.853_NA","La_Jolla Reefs - Mission_Bay",0.0746384779728707,0.940502358497572,0.987527476422451,"Nonsignificant"
"X2872_353.134_1.485_NA","La_Jolla Reefs - Mission_Bay",0.312124544250189,0.754945874051666,0.990866459692812,"Nonsignificant"
"X6979_328.15_2.472_NA","La_Jolla Reefs - Mission_Bay",0.0113088602989208,0.990977027292771,0.990977027292771,"Nonsignificant"
"X87675_361.079_11.562_NA","La_Jolla Reefs - Mission_Bay",-0.0655913897337356,0.947703144349395,0.995088301566865,"Nonsignificant"
"X91526_1296.363_12.697_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.00565443596696448,0.995488436883025,0.995488436883025,"Nonsignificant"
"X2220_271.128_0.923_NA","La_Jolla Reefs - Mission_Bay",0.124397463288119,0.901000581751654,0.995842748251829,"Nonsignificant"
"X92208_997.309_12.989_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.183203536842503,0.854638319336922,0.99707803922641,"Nonsignificant"
"X90590_871.572_12.385_Pheophytin.a.Chlorophyll.a","La_Jolla Reefs - Mission_Bay",-0.142491639766391,0.886691682492459,1,"Nonsignificant"
"X90662_1296.362_12.49_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",0.0452354411956798,0.963919645163406,1,"Nonsignificant"
"X71061_300.216_9.317_NA","La_Jolla Reefs - Mission_Bay",0.180941764782719,0.856413286316099,1,"Nonsignificant"
"X89951_363.077_11.965_NA","La_Jolla Reefs - Mission_Bay",-0.219391889799046,0.826344787152027,1,"Nonsignificant"
"X83964_559.517_10.764_NA","La_Jolla Reefs - Mission_Bay",0.153800579183297,0.877766977148742,1,"Nonsignificant"
