"","Comparison","Z","P.unadj","P.adj","significant"
"X66505_331.19_8.574_NA","La_Jolla Reefs - Mission_Bay",-4.26796387681238,1.97265261166987e-05,0.000414257048450673,"Significant"
"X29010_446.259_4.604_NA","La_Jolla Reefs - Mission_Bay",-4.26683738067062,1.98263570519893e-05,0.000416353498091775,"Significant"
"X11652_199.086_3.028_NA","La_Jolla Reefs - Mission_Bay",4.01464540611657,5.95352319763847e-05,0.000416746623834693,"Significant"
"X75217_417.263_9.795_NA.Lagochilin","La_Jolla Reefs - Mission_Bay",-4.26570210475259,1.99274527012662e-05,0.00041847650672659,"Significant"
"X11868_209.153_3.053_NA","La_Jolla Reefs - Mission_Bay",-4.25778809283172,2.06459508999968e-05,0.000433564968899933,"Significant"
"X76348_496.363_9.964_NA","La_Jolla Reefs - Mission_Bay",-4.25439324445367,2.09616636033762e-05,0.000440194935670899,"Significant"
"X84079_540.41_10.817_NA","La_Jolla Reefs - Mission_Bay",-4.24421745349202,2.19357561179661e-05,0.000460650878477288,"Significant"
"X72626_514.301_9.484_NA","La_Jolla Reefs - Mission_Bay",-3.82239478103493,0.000132161877850023,0.00046256657247508,"Significant"
"X73067_257.153_9.55_NA","La_Jolla Reefs - Mission_Bay",-4.24308438415475,2.20468486785397e-05,0.000462983822249334,"Significant"
"X90802_1074.306_12.386_NA..2S.3S.4S.5R.6R..6....3S.4S.6aR.6bS.8R.8aR.9R.10R.12aS.14bR..8a..acetyloxymethyl..8.9.dihydroxy.4..hydroxymethyl..4.6a.6b.11.11.14b.hexamethyl.10...E..2.methylbut.2.enoyl.oxy.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..4.hydroxy.3.5.bis...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.oxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",4.23856738124117,2.24950669211775e-05,0.000472396405344727,"Significant"
"X14439_386.238_3.306_NA...2R.3R.4R.5R..2..2.4.dioxopyrimidin.1.yl..4.hydroxy.5..hydroxymethyl.oxolan.3.yl..4.hydroxy.2.methoxy.6.methylbenzoate","La_Jolla Reefs - Mission_Bay",-4.23856084003518,2.24957222439486e-05,0.000472410167122921,"Significant"
"X73556_389.231_9.604_NA","La_Jolla Reefs - Mission_Bay",-4.07797502379052,4.54296453683401e-05,0.000477011276367571,"Significant"
"X31722_518.279_4.829_NA","La_Jolla Reefs - Mission_Bay",-4.22951592754068,2.34194698045987e-05,0.000491808865896573,"Significant"
"X85734_551.336_10.982_NA","La_Jolla Reefs - Mission_Bay",-4.22838504092904,2.35374729102413e-05,0.000494286931115067,"Significant"
"X90613_1369.383_12.393_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-4.2227284356167,2.4136256799381e-05,0.000506861392787002,"Significant"
"X21159_462.29_3.94_NA...2R.3R.4R.5R..2..2.4.dioxopyrimidin.1.yl..4.hydroxy.5..hydroxymethyl.oxolan.3.yl..4.hydroxy.2.methoxy.6.methylbenzoate","La_Jolla Reefs - Mission_Bay",-4.21368568258117,2.51236858948277e-05,0.000527597403791382,"Significant"
"X72873_688.484_9.526_NA","La_Jolla Reefs - Mission_Bay",-4.21368134737756,2.51241683670749e-05,0.000527607535708573,"Significant"
"X23575_386.202_4.138_NA","La_Jolla Reefs - Mission_Bay",-4.21142174175441,2.53768468355854e-05,0.000532913783547292,"Significant"
"X73237_371.327_9.576_NA.Spectral.Match.to.Heptadecasphing.4.enine.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.88120085458931,0.000103941950336869,0.00054569523926856,"Significant"
"X4979_298.185_2.143_NA","La_Jolla Reefs - Mission_Bay",-4.20350553547291,2.62812721844352e-05,0.000551906715873139,"Significant"
"X25213_460.274_4.187_NA","La_Jolla Reefs - Mission_Bay",-4.19785326187367,2.69457128148897e-05,0.000565859969112685,"Significant"
"X65176_335.185_8.435_NA","La_Jolla Reefs - Mission_Bay",-4.19784894295907,2.69462265698322e-05,0.000565870757966477,"Significant"
"X62530_333.205_8.06_NA","La_Jolla Reefs - Mission_Bay",-4.19784894295907,2.69462265698322e-05,0.000565870757966477,"Significant"
"X75200_495.328_9.804_NA.Spectral.Match.to.1.Pentadecanoyl.sn.glycero.3.phosphocholine.from.NIST14","La_Jolla Reefs - Mission_Bay",-4.1933253988395,2.74894676993835e-05,0.000577278821687054,"Significant"
"X70628_323.185_9.315_NA","La_Jolla Reefs - Mission_Bay",-4.03047781053506,5.56635838791339e-05,0.000584467630730906,"Significant"
"X68652_454.301_8.979_NA","La_Jolla Reefs - Mission_Bay",-4.18880185471994,2.80431117379778e-05,0.000588905346497534,"Significant"
"X62918_283.19_8.108_NA","La_Jolla Reefs - Mission_Bay",-4.18880185471994,2.80431117379778e-05,0.000588905346497534,"Significant"
"X74283_494.347_9.736_NA","La_Jolla Reefs - Mission_Bay",-4.18654008266015,2.83238933715159e-05,0.000594801760801833,"Significant"
"X80177_568.384_10.211_NA","La_Jolla Reefs - Mission_Bay",-4.184280463075,2.86070753196189e-05,0.000600748581711997,"Significant"
"X59792_514.358_7.822_NA","La_Jolla Reefs - Mission_Bay",-4.18427831060037,2.86073463525647e-05,0.000600754273403859,"Significant"
"X85987_574.411_11.033_NA","La_Jolla Reefs - Mission_Bay",-4.18315172835956,2.87495375879696e-05,0.000603740289347362,"Significant"
"X11739_341.18_3.035_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-4.18201868985172,2.88932211708623e-05,0.000606757644588108,"Significant"
"X75053_515.262_9.774_NA","La_Jolla Reefs - Mission_Bay",-4.01238363405679,6.01087111534973e-05,0.000631141467111721,"Significant"
"X73259_492.331_9.574_NA","La_Jolla Reefs - Mission_Bay",-4.17296945030145,3.0065526799175e-05,0.000631376062782676,"Significant"
"X27755_314.217_4.495_NA","La_Jolla Reefs - Mission_Bay",-4.17070767824167,3.03655178975121e-05,0.000637675875847753,"Significant"
"X48373_381.247_6.354_NA","La_Jolla Reefs - Mission_Bay",-4.1661841341221,3.09740552620616e-05,0.000650455160503294,"Significant"
"X84748_363.31_10.856_NA.Massbank.LU122303.2.Ethylhexyl.diphenyl.phosphate","La_Jolla Reefs - Mission_Bay",-3.90608034724694,9.38053323124115e-05,0.000656637326186881,"Significant"
"X91050_1146.325_12.486_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",4.15487527382318,3.25465032662221e-05,0.000683476568590664,"Significant"
"X75368_494.324_9.801_PC.16.1.0.0....M.H...C24H49N1O7P1.Spectral.Match.to.HEPC.from.NIST14","La_Jolla Reefs - Mission_Bay",-4.15487527382318,3.25465032662221e-05,0.000683476568590664,"Significant"
"X24851_241.097_4.258_NA","La_Jolla Reefs - Mission_Bay",-4.15487527382318,3.25465032662221e-05,0.000683476568590664,"Significant"
"X44691_267.159_5.94_NA.NCGC00384597.01.3a.8.dihydroxy.3.5a.9.trimethyl.4.5.6.7.8.9b.hexahydro.3H.benzo.g..1.benzofuran.2.one","La_Jolla Reefs - Mission_Bay",-4.14582818558404,3.38587654228758e-05,0.000711034073880392,"Significant"
"X73089_444.332_9.68_NA.Spectral.Match.to.1.Linoleoylglycerol.from.NIST14","La_Jolla Reefs - Mission_Bay",-4.14130464146447,3.45335931662608e-05,0.000725205456491476,"Significant"
"X54112_461.272_7.117_NA","La_Jolla Reefs - Mission_Bay",-4.1367810973449,3.52211818430435e-05,0.000739644818703913,"Significant"
"X71027_494.31_9.317_NA","La_Jolla Reefs - Mission_Bay",-4.13451932528512,3.55698323145075e-05,0.000746966478604658,"Significant"
"X63101_554.332_8.244_NA","La_Jolla Reefs - Mission_Bay",-3.96601934702812,7.30829328748026e-05,0.000767370795185427,"Significant"
"X79714_207.174_10.272_NA.Massbank.AU245203.4.Methylbenzylidene.camphor.1.7.7.Trimethyl.3..4.methylbenzylidene.bicyclo.2.2.1.heptan.2.one.1.7.7.trimethyl.3...4.methylphenyl.methylidene.bicyclo.2.2.1.heptan.2.one","La_Jolla Reefs - Mission_Bay",-3.73870921482292,0.000184967525138433,0.000776863605581419,"Significant"
"X55396_361.201_7.236_NA","La_Jolla Reefs - Mission_Bay",-4.12547223704599,3.69974813698713e-05,0.000776947108767298,"Significant"
"X85916_487.36_11.009_NA","La_Jolla Reefs - Mission_Bay",-4.12094869292642,3.7731545475525e-05,0.000792362454986025,"Significant"
"X61082_428.322_7.874_NA","La_Jolla Reefs - Mission_Bay",-4.11869115833618,3.81030413711376e-05,0.000800163868793891,"Significant"
"X54712_224.164_7.063_NA","La_Jolla Reefs - Mission_Bay",4.11642514880685,3.84794218007107e-05,0.000808067857814925,"Significant"
"X81225_273.257_10.459_Manool.CollisionEnergy.102040","La_Jolla Reefs - Mission_Bay",-4.11529637976485,3.86682226650308e-05,0.000812032675965646,"Significant"
"X78993_401.232_10.196_NA","La_Jolla Reefs - Mission_Bay",-4.11416337674707,3.88586157336709e-05,0.000816030930407088,"Significant"
"X69334_625.503_9.089_NA","La_Jolla Reefs - Mission_Bay",-3.85179781781212,0.000117253815594294,0.000820776709160059,"Significant"
"X80109_483.273_10.217_NA.PE.16.1.0.0....M.H...C21H43N1O7P1","La_Jolla Reefs - Mission_Bay",-3.94905401638284,7.84606467230688e-05,0.000823836790592222,"Significant"
"X61394_225.148_7.853_NA","La_Jolla Reefs - Mission_Bay",-4.1096398326275,3.96276697034207e-05,0.000832181063771835,"Significant"
"X64542_239.164_8.349_NA.Spectral.Match.to.Dodecanedioic.acid.from.NIST14","La_Jolla Reefs - Mission_Bay",-4.10737806056771,4.00175923242344e-05,0.000840369438808922,"Significant"
"X26974_174.112_4.424_NA","La_Jolla Reefs - Mission_Bay",3.94226870020348,8.07144767155611e-05,0.000847502005513391,"Significant"
"X82127_363.31_10.554_NA","La_Jolla Reefs - Mission_Bay",-4.10398751364843,4.0608939018083e-05,0.000852787719379742,"Significant"
"X79664_498.379_10.263_NA","La_Jolla Reefs - Mission_Bay",-4.10059274438836,4.12093236174482e-05,0.000865395795966411,"Significant"
"X6214_222.185_2.444_NA","La_Jolla Reefs - Mission_Bay",-3.93548338402413,8.30294089736266e-05,0.000871808794223079,"Significant"
"X25460_224.15_4.304_NA","La_Jolla Reefs - Mission_Bay",-4.09606920026879,4.20224366064219e-05,0.000882471168734859,"Significant"
"X59747_247.133_7.698_NA.MoNA.3475533.Dehydrocostus.lactone","La_Jolla Reefs - Mission_Bay",-4.09154565614923,4.28507559791472e-05,0.000899865875562091,"Significant"
"X2230_284.133_1.025_NA","La_Jolla Reefs - Mission_Bay",-4.08702211202966,4.36945488506791e-05,0.000917585525864262,"Significant"
"X56652_323.185_7.371_NA","La_Jolla Reefs - Mission_Bay",-4.08476033996987,4.4122332509844e-05,0.000926568982706724,"Significant"
"X90428_1221.344_12.376_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",3.64597656037178,0.00026637825739835,0.000932323900894226,"Significant"
"X11171_192.138_3.012_NA","La_Jolla Reefs - Mission_Bay",-3.82013300897515,0.000133379727292592,0.000933658091048141,"Significant"
"X48066_174.185_6.296_NA","La_Jolla Reefs - Mission_Bay",-4.07797502379052,4.54296453683399e-05,0.000954022552735138,"Significant"
"X77280_446.347_10.009_NA","La_Jolla Reefs - Mission_Bay",-3.91286566342629,9.12072785024833e-05,0.000957676424276074,"Significant"
"X71746_389.231_9.4_NA","La_Jolla Reefs - Mission_Bay",-4.07571325173074,4.58735199622383e-05,0.000963343919207004,"Significant"
"X56517_456.316_7.117_NA","La_Jolla Reefs - Mission_Bay",-4.07345147967095,4.63215052565987e-05,0.000972751610388572,"Significant"
"X81192_299.2_10.472_NCGC00385373.01_C20H28O3_1.Phenanthrenecarboxylic.acid..1.2.3.4.4a.9.10.10a.octahydro.9.hydroxy.1.4a.dimethyl.7..1.methylethyl.....1S.9R..","La_Jolla Reefs - Mission_Bay",-3.90608034724694,9.38053323124115e-05,0.000984955989280321,"Significant"
"X17667_521.002_3.616_NA","La_Jolla Reefs - Mission_Bay",3.8970332590078,9.73782503856837e-05,0.00102247162904968,"Significant"
"X68955_349.201_9.027_NA.14..hydroxymethyl..5.9.dimethyltetracyclo.11.2.1.0ï...ï....0....hexadecan.5.ol","La_Jolla Reefs - Mission_Bay",-3.8970332590078,9.73782503856837e-05,0.00102247162904968,"Significant"
"X90234_1072.306_12.366_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",4.05988293579439,4.9097325225527e-05,0.00103104382973607,"Significant"
"X68358_315.158_8.925_NA","La_Jolla Reefs - Mission_Bay",-4.05761907525247,4.95755420357475e-05,0.0010410863827507,"Significant"
"X33481_326.217_4.983_NA","La_Jolla Reefs - Mission_Bay",-4.05536356166777,5.00563842953821e-05,0.00105118407020302,"Significant"
"X70770_259.169_9.33_NA","La_Jolla Reefs - Mission_Bay",-3.88798617076867,0.000101079384213562,0.0010613335342424,"Significant"
"X36555_812.447_5.239_NA","La_Jolla Reefs - Mission_Bay",-4.0519667295129,5.07888886945013e-05,0.00106656666258453,"Significant"
"X62445_514.357_8.042_NA","La_Jolla Reefs - Mission_Bay",-4.05083584290126,5.10350029233072e-05,0.00107173506138945,"Significant"
"X65001_304.208_8.412_NA","La_Jolla Reefs - Mission_Bay",3.8834626266491,0.000102979366720961,0.00108128335057009,"Significant"
"X75526_217.122_9.83_NA","La_Jolla Reefs - Mission_Bay",-4.04744318306633,5.17801453797852e-05,0.00108738305297549,"Significant"
"X72968_414.285_9.533_NA","La_Jolla Reefs - Mission_Bay",-4.04518349076566,5.22821580302994e-05,0.00109792531863629,"Significant"
"X85651_398.289_10.972_NA","La_Jolla Reefs - Mission_Bay",-4.04405260357226,5.25351239820449e-05,0.00110323760362294,"Significant"
"X75695_536.358_9.846_NA","La_Jolla Reefs - Mission_Bay",-4.03500135465463,5.4601982553357e-05,0.0011466416336205,"Significant"
"X67261_260.182_8.753_NA","La_Jolla Reefs - Mission_Bay",3.86310667811104,0.000111954087688397,0.00117551792072817,"Significant"
"X47278_165.055_6.213_NA","La_Jolla Reefs - Mission_Bay",-4.02821811066842,5.620119310762e-05,0.00118022505526002,"Significant"
"X75961_464.322_9.874_NA","La_Jolla Reefs - Mission_Bay",4.02595633744514,5.67442183531557e-05,0.00119162858541627,"Significant"
"X60731_519.314_7.827_NA","La_Jolla Reefs - Mission_Bay",-4.02595426641549,5.67447178528849e-05,0.00119163907491058,"Significant"
"X73662_457.257_9.649_NA.Spectral.Match.to.1.Myristoyl.2.hydroxy.sn.glycero.3.phosphoethanolamine.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.85632136193169,0.000115106144891567,0.00120861452136145,"Significant"
"X72273_533.27_9.438_NA","La_Jolla Reefs - Mission_Bay",-4.02143072229592,5.78457213308893e-05,0.00121476014794867,"Significant"
"X11830_222.185_3.048_NA","La_Jolla Reefs - Mission_Bay",-3.85405958987191,0.000116175299960875,0.00121984064958919,"Significant"
"X47820_193.122_6.271_NA.Spectral.Match.to.Perillaldehyde.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.85179781781212,0.000117253815594294,0.00123116506374009,"Significant"
"X53250_237.148_6.88_NA","La_Jolla Reefs - Mission_Bay",-4.01690717817635,5.89669365396825e-05,0.00123830566733333,"Significant"
"X14273_222.185_3.293_NA","La_Jolla Reefs - Mission_Bay",-3.84953604575234,0.00011834176817898,0.00124258856587929,"Significant"
"X79805_445.313_10.276_NA","La_Jolla Reefs - Mission_Bay",-3.84953604575234,0.00011834176817898,0.00124258856587929,"Significant"
"X5191_196.118_2.178_NA","La_Jolla Reefs - Mission_Bay",-4.01465573220918,5.95326256849997e-05,0.00125018513938499,"Significant"
"X4687_210.17_2.074_NA","La_Jolla Reefs - Mission_Bay",-4.01238776215727,6.01076597122911e-05,0.00126226085395811,"Significant"
"X67291_529.384_8.758_NA","La_Jolla Reefs - Mission_Bay",-4.01238363405679,6.01087111534973e-05,0.00126228293422344,"Significant"
"X26611_592.317_4.568_NA","La_Jolla Reefs - Mission_Bay",-4.010121861997,6.06874183943666e-05,0.0012744357862817,"Significant"
"X74302_420.331_9.692_NA","La_Jolla Reefs - Mission_Bay",-4.00786008993722,6.12713983726739e-05,0.00128669936582615,"Significant"
"X19472_492.301_3.782_NA","La_Jolla Reefs - Mission_Bay",-4.00673126504723,6.15648426755935e-05,0.00129286169618746,"Significant"
"X75161_566.332_9.786_NA","La_Jolla Reefs - Mission_Bay",-3.99542239893081,6.45790082216007e-05,0.00135615917265362,"Significant"
"X71409_628.426_9.359_NA","La_Jolla Reefs - Mission_Bay",-3.99202768551873,6.55107221931135e-05,0.00137572516605538,"Significant"
"X76941_592.348_9.987_NA","La_Jolla Reefs - Mission_Bay",-3.98976591345895,6.61385351974139e-05,0.00138890923914569,"Significant"
"X66458_356.279_8.643_NA","La_Jolla Reefs - Mission_Bay",-3.98863913109602,6.64534234168604e-05,0.00139552189175407,"Significant"
"X64646_584.342_8.36_NA","La_Jolla Reefs - Mission_Bay",-3.98637530603767,6.70903608084103e-05,0.00140889757697662,"Significant"
"X76267_590.321_9.906_NA.Spectral.Match.to.1.Heptadecanoyl.sn.glycero.3.phosphocholine.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.81560946485558,0.000135847215947143,0.001426395767445,"Significant"
"X60019_544.405_7.73_NA","La_Jolla Reefs - Mission_Bay",-3.97958998636782,6.90342262128717e-05,0.00144971875047031,"Significant"
"X76628_321.263_9.942_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.97958998636782,6.90342262128717e-05,0.00144971875047031,"Significant"
"X47265_251.164_6.337_NA","La_Jolla Reefs - Mission_Bay",-3.70930617804573,0.00020782798345318,0.00145479588417226,"Significant"
"X38202_394.258_5.378_NA","La_Jolla Reefs - Mission_Bay",-3.97619528110024,7.00266283089473e-05,0.00147055919448789,"Significant"
"X22017_459.28_4.013_Spectral.Match.to.Decaethylene.glycol.from.NIST14.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.97393350904046,7.06953062167611e-05,0.00148460143055198,"Significant"
"X39937_345.189_5.531_NA","La_Jolla Reefs - Mission_Bay",-3.97393350904046,7.06953062167615e-05,0.00148460143055199,"Significant"
"X82941_219.174_10.643_NA","La_Jolla Reefs - Mission_Bay",-3.80430060455666,0.000142205406162845,0.00149315676470988,"Significant"
"X57654_364.211_7.429_NA","La_Jolla Reefs - Mission_Bay",-3.97167173698067,7.1370021378326e-05,0.00149877044894485,"Significant"
"X12760_225.087_3.007_NA","La_Jolla Reefs - Mission_Bay",-3.96940996492089,7.20508248191128e-05,0.00151306732120137,"Significant"
"X1683_385.129_0.85_S..5..ADENOSYL..L.HOMOCYSTEINE","La_Jolla Reefs - Mission_Bay",-3.80091185699284,0.000144164581613709,0.00151372810694395,"Significant"
"X29732_307.164_4.662_NA.Massbank.LU077002.3.Hydroxy.4.butyrophenetidide.Bucetin.N..4.ethoxyphenyl..3.hydroxybutanamide","La_Jolla Reefs - Mission_Bay",3.62335883977394,0.000290801939297126,0.00152671018130991,"Significant"
"X75258_746.525_9.799_NA","La_Jolla Reefs - Mission_Bay",-3.96714819286111,7.27377679624494e-05,0.00152749312721144,"Significant"
"X81696_345.242_10.618_NA","La_Jolla Reefs - Mission_Bay",-3.79751528837731,0.000146153764987996,0.00153461453237396,"Significant"
"X79610_289.216_10.259_NA.NCGC00384643.01_C20H32O2_.2E..3.Methyl.5...1S.8aS..5.5.8a.trimethyl.2.methylenedecahydro.1.naphthalenyl..2.pentenoic.acid","La_Jolla Reefs - Mission_Bay",-3.79525351631752,0.000147492664642559,0.00154867297874687,"Significant"
"X83440_414.272_10.711_NA.Spectral.Match.to.p.tert.Octylphenol.tetraglycol.ether.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.96262872564799,7.41290147586739e-05,0.00155670930993215,"Significant"
"X46778_231.138_6.152_Parthenolide.CollisionEnergy.102040","La_Jolla Reefs - Mission_Bay",-3.79072997219796,0.000150205184223847,0.00157715443435039,"Significant"
"X76952_735.486_9.979_NA","La_Jolla Reefs - Mission_Bay",-3.95697428968103,7.59050968335269e-05,0.00159400703350406,"Significant"
"X73969_307.19_9.64_NA","La_Jolla Reefs - Mission_Bay",-3.9535775605024,7.69912911204251e-05,0.00161681711352893,"Significant"
"X63714_456.353_8.223_NA","La_Jolla Reefs - Mission_Bay",-3.9467942746302,7.92045569147527e-05,0.00166329569520981,"Significant"
"X51350_297.169_6.661_NA","La_Jolla Reefs - Mission_Bay",-3.94226870020348,8.07144767155616e-05,0.00169500401102679,"Significant"
"X71252_413.231_9.371_NA","La_Jolla Reefs - Mission_Bay",-3.66859428096962,0.000243887755841464,0.00170721429089025,"Significant"
"X67611_279.195_8.804_NA.Spectral.Match.to.Benzoic.acid..3.5.bis.1.1.dimethylethyl..4.hydroxy..from.NIST14","La_Jolla Reefs - Mission_Bay",-3.9400069281437,8.14792559969046e-05,0.001711064375935,"Significant"
"X61323_335.185_7.819_NA","La_Jolla Reefs - Mission_Bay",-3.93322161196435,8.38148977001401e-05,0.00176011285170294,"Significant"
"X69329_643.514_9.089_NA","La_Jolla Reefs - Mission_Bay",-3.65954719273048,0.000252661310843217,0.00176862917590252,"Significant"
"X9778_222.185_2.814_NA","La_Jolla Reefs - Mission_Bay",-3.65841818866152,0.00025377672224612,0.00177643705572284,"Significant"
"X68569_289.252_8.961_KU036.10.NCGC00384643.01_C20H32O2_.2E..3.Methyl.5...1S.8aS..5.5.8a.trimethyl.2.methylenedecahydro.1.naphthalenyl..2.pentenoic.acid","La_Jolla Reefs - Mission_Bay",-3.92191678668585,8.78473329914752e-05,0.00184479399282098,"Significant"
"X1578_377.142_0.794_NA","La_Jolla Reefs - Mission_Bay",-3.91965097960564,8.86772952041649e-05,0.00186222319928746,"Significant"
"X17703_385.206_3.62_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.91738920754586,8.9513163455411e-05,0.00187977643256363,"Significant"
"X15299_303.106_3.395_NA","La_Jolla Reefs - Mission_Bay",-3.91738920754586,8.9513163455411e-05,0.00187977643256363,"Significant"
"X53482_428.864_6.913_NA","La_Jolla Reefs - Mission_Bay",-3.74549838451659,0.000180036005783515,0.00189037806072691,"Significant"
"X89289_1147.326_11.94_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",3.74323275894249,0.000181667801142921,0.00190751191200067,"Significant"
"X17547_342.176_3.61_NA","La_Jolla Reefs - Mission_Bay",-3.91286566342629,9.12072785024833e-05,0.00191535284855215,"Significant"
"X57107_205.122_7.363_NA.NCGC00169769.02_C15H22O2_2.Naphthaleneacetic.acid..1.2.3.5.6.7.8.8a.octahydro.8.8a.dimethyl.alpha.methylene....2R.8S.8aR..","La_Jolla Reefs - Mission_Bay",-3.91286566342629,9.12072785024833e-05,0.00191535284855215,"Significant"
