Metabolite,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,p-bh,Significance
X89878_564.607_12.273_nan,0.40516969025346317,109.2923281999875,two-sided,0.6861447730353785,[-0.26  0.39],0.06598365997426411,0.184,0.06995963971625915,0.7141058008742744,False
X4084_292.154_1.907_nan,0.4050471302233283,108.04456783075771,two-sided,0.6862437212216514,[-0.26  0.39],0.06625817426495352,0.184,0.07012783482040334,0.7141270359788549,False
X78989_892.656_10.202_nan,0.40456512932983085,106.42176868261389,two-sided,0.6866091626921547,[-0.26  0.39],0.06657164011412581,0.184,0.07032078326720084,0.7144255558705734,False
X87403_536.575_11.338_nan,-0.4039623695040348,152.74062282317615,two-sided,0.68680542068195,[-0.28  0.19],0.04768172708438842,0.184,0.06036856063308804,0.714547990026352,False
X77309_1068.484_10.018_nan,0.4027332180623655,86.64272109905116,two-sided,0.6881364673789029,[-0.29  0.43],0.07226328721623645,0.184,0.07398930681845595,0.7158508880330646,False
X3493_267.134_1.684_nan,-0.4021606994094943,117.66670290739685,two-sided,0.6882953573902073,[-0.38  0.25],0.06367718908646164,0.184,0.06857509344721252,0.7159342626005908,False
"X91357_980.277_12.674_nan;(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,6S,8R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethyl-17-[(2S)-6-methyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhept-5-en-2-yl]-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-6-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",0.401523016591927,113.28428311085803,two-sided,0.6887915369446429,[-0.26  0.38],0.06449577327768023,0.184,0.06906062698068424,0.7163684115649386,False
X39621_285.133_5.505_nan,0.4011238003859008,136.94855259799888,two-sided,0.68895415325119,[-0.24  0.36],0.06001333123508439,0.184,0.06648060446808413,0.7164555829074482,False
X56016_665.404_7.222_nan,-0.39996299519322137,111.36644120579354,two-sided,0.689949888478102,[-0.39  0.26],0.06466579083569866,0.184,0.06916227801669145,0.7174090102976788,False
"X28971_244.118_4.621_nan;""1-(2-hydroxy-4,6-dimethoxyphenyl)-2-methoxyethan-1-one CollisionEnergy:205060""",-0.3975212279023413,120.32534457080209,two-sided,0.6916874532371027,[-0.38  0.25],0.062417380675968234,0.184,0.0678404127468559,0.7191334848292439,False
X50240_281.174_6.54_nan,0.39773907033449535,77.11258827264811,two-sided,0.691921467831584,[-0.3   0.46],0.07552031603697384,0.184,0.07623007262579065,0.7192945329893393,False
X88353_603.259_11.639_nan,0.3940339426082965,94.99028597954184,two-sided,0.6944391503196619,[-0.28  0.41],0.067902704685301,0.183,0.07115064962107426,0.7218292848641095,False
X39730_368.17_5.562_nan,-0.3935892833388317,105.62291497118237,two-sided,0.6946776841753091,[-0.39  0.26],0.06495758434093928,0.183,0.06933738463338683,0.721994685016222,False
X74469_820.599_9.71_nan,0.3916269184685176,149.32438324752758,two-sided,0.6958922011863669,[-0.23  0.34],0.05665727328074693,0.183,0.0646745192709456,0.7231742934262713,False
X78464_413.252_10.138_nan,-0.39085499485686415,156.85834656516462,two-sided,0.6964347714738515,[-0.28  0.19],0.0464997780611091,0.183,0.05985804694743526,0.7236554219703152,False
X68015_265.179_8.868_nan,-0.3910452112983603,108.09040437152589,two-sided,0.6965335467122953,[-0.39  0.26],0.06395716787671452,0.183,0.06874043566415382,0.7236725831145928,False
X59091_668.436_7.616_nan,-0.3905316316366179,177.98963544430555,two-sided,0.6966104759589657,[-0.31  0.21],0.050413800211244544,0.183,0.061598812433456746,0.7236725831145928,False
X27840_163.133_4.497_nan,-0.38897992182013036,169.3371013776173,two-sided,0.6977796799694035,[-0.29  0.2 ],0.047646231886786655,0.183,0.06035303855308756,0.724804392811815,False
X68245_431.242_8.904_nan,0.3894316356104557,89.98927170816644,two-sided,0.6978769446647919,[-0.28  0.42],0.06869623236175092,0.183,0.07165352030277851,0.7248226160489248,False
X68267_417.226_8.909_nan,0.387771434391404,73.49182157842105,two-sided,0.6993060556063759,[-0.31  0.47],0.07553428367125581,0.183,0.0762399047982191,0.7261410070321117,False
X1611_245.113_0.823_nan,-0.3871941432834292,125.21681845090254,two-sided,0.6992697879497363,[-0.37  0.25],0.059899198820249515,0.183,0.0664174205468456,0.7261410070321117,False
X42776_353.159_5.684_nan,-0.3849660539510719,119.57354392328564,two-sided,0.7009464571279277,[-0.37  0.25],0.06058798749929778,0.183,0.06680062458513045,0.7277612410879432,False
X47082_314.211_6.141_nan,-0.3833835946466875,102.19925584560285,two-sided,0.7022317104306673,[-0.4   0.27],0.06410755057065033,0.183,0.06882955518042876,0.7290124127923758,False
X38941_356.17_5.363_nan,0.38313060876860205,112.3437711881728,two-sided,0.7023469232320912,[-0.26  0.38],0.06173748356929915,0.183,0.0674502355423318,0.7290487756623101,False
X1107_244.958_0.686_nan,0.3826477349387221,131.54498261946532,two-sided,0.7025985406090165,[-0.24  0.36],0.058119536542818,0.183,0.06544826423221334,0.7292267044768468,False
X89123_830.591_11.919_nan,0.38179711941369027,99.89941107352388,two-sided,0.7034227709213277,[-0.27  0.4 ],0.06443273694753074,0.182,0.06902300904462368,0.7299988395407729,False
X3176_265.118_1.526_nan,-0.38003879165099186,108.395411508064,two-sided,0.7046602471725703,[-0.39  0.26],0.06208898291868208,0.182,0.06765140035766834,0.7311996082279171,False
X29496_423.164_4.643_nan,0.37964201702462275,92.99119306436494,two-sided,0.7050767855364846,[-0.28  0.41],0.06601842234876162,0.182,0.06998089851875883,0.7315483435008237,False
X71918_320.206_9.417_nan,0.3790984594318687,144.1785802930372,two-sided,0.7051724698389887,[-0.24  0.35],0.05561235113271401,0.182,0.06413405154194535,0.7315641368982297,False
X79591_357.205_10.258_nan,-0.3784574269190213,89.76353367087921,two-sided,0.7059844113404954,[-0.42  0.29],0.06683459479000041,0.182,0.07048337076198524,0.7322329858408166,False
X80910_243.174_10.41_nan,0.3782555555279948,116.41921458457563,two-sided,0.7059295997823838,[-0.26  0.38],0.06013303397038461,0.182,0.06654700570563037,0.7322329858408166,False
X15880_263.139_3.342_nan,0.3778105016568973,164.37075092943374,two-sided,0.7060587974996084,[-0.22  0.33],0.052369434373773845,0.182,0.06252258252362519,0.7322329858408166,False
X1698_202.997_0.678_nan,-0.3768079350313946,129.9266567805254,two-sided,0.7069310360186831,[-0.36  0.25],0.05749717231348012,0.182,0.06511645992135606,0.7329703477570837,False
X42718_404.279_5.866_nan,0.37692324062834104,114.87647910539853,two-sided,0.706926009561308,[-0.26  0.38],0.06022421054100281,0.182,0.06659767474205608,0.7329703477570837,False
X80922_290.211_10.406_nan,-0.3732455448411974,177.88063694023938,two-sided,0.7094101218995323,[-0.3   0.21],0.04780443713248457,0.182,0.06042231291890623,0.7354568789407694,False
X87762_1086.617_11.338_nan,0.3727208088996558,157.7956767309503,two-sided,0.7098564068441486,[-0.23  0.33],0.05267805014626226,0.182,0.0626716577056437,0.7358356459955534,False
X75330_520.327_9.777_nan,-0.37161776313611394,122.6340253222879,two-sided,0.7108187581635641,[-0.37  0.25],0.05793747868980219,0.182,0.0653508214215669,0.7367492190176841,False
X83990_496.327_10.76_nan,-0.37005550275727556,148.53090475913916,two-sided,0.7118682694666953,[-0.34  0.23],0.05365155094918154,0.182,0.06314779858291074,0.7377529130276067,False
X1928_180.102_0.886_nan,-0.36903668024429803,130.01238428687157,two-sided,0.7127006902886561,[-0.36  0.25],0.05629752584442803,0.182,0.0644872763401472,0.738447256536121,False
X34980_356.17_5.101_nan,0.3694895022543789,83.71915464456285,two-sided,0.7126958433210207,[-0.3   0.43],0.06736502912769003,0.182,0.07081337244449522,0.738447256536121,False
X52248_276.144_6.766_nan,-0.3666145374738239,135.8446603536785,two-sided,0.714476964973112,[-0.35  0.24],0.0550177885006845,0.182,0.06383114795641681,0.740203346118452,False
X87052_258.221_11.243_nan,-0.3659073222152656,177.36169035668914,two-sided,0.7148702913615664,[-0.31  0.21],0.04783146021259887,0.181,0.060434169176294315,0.7405264542622038,False
X27931_342.154_4.543_nan,-0.36542864257519275,114.59869744225398,two-sided,0.7154650751012037,[-0.38  0.26],0.05844123217482552,0.181,0.06562121665431667,0.7410581525199527,False
X77453_331.19_10.056_Spectral Match to Carnosol from NIST14,0.3629455934334279,96.74672585637147,two-sided,0.717437285450172,[-0.28  0.4 ],0.0620661652392389,0.181,0.0676383057949954,0.7430162660112728,False
X56784_241.143_7.317_nan,-0.36098211021085586,175.67990213906126,two-sided,0.7185465305813847,[-0.29  0.2 ],0.045303847913695405,0.181,0.05935481510358824,0.7440803025109283,False
X60011_817.566_7.731_nan,-0.36039876604170357,133.21406136671277,two-sided,0.7191197544720216,[-0.36  0.25],0.054483037029808966,0.181,0.06356157703682874,0.7445890909531512,False
X59319_243.159_7.639_nan;Spectral Match to Dodecanedioic acid from NIST14,0.35779093632086917,177.5737445426327,two-sided,0.7209246933941583,[-0.21  0.3 ],0.04558052173482732,0.181,0.05947004557813916,0.74637295745157,False
X61114_472.348_7.881_nan,-0.3574488411327694,159.21173684971706,two-sided,0.7212292033200851,[-0.28  0.19],0.0427286730445662,0.181,0.05831660886753905,0.7466032012508498,False
X83021_506.311_10.654_nan,0.35741284401607964,113.1562985182181,two-sided,0.721448505405591,[-0.26  0.38],0.05743517969539365,0.181,0.06508361125170445,0.7467451970796487,False
X60072_480.243_7.745_nan,-0.35685152970431105,175.58227718664094,two-sided,0.7216314530792793,[-0.29  0.2 ],0.04476117525748509,0.181,0.05913087947351438,0.7468495357309969,False
X85322_400.342_10.923_Spectral Match to Palmitoylcarnitine from NIST14;Spectral Match to Lauroyl L-carnitine from NIST14,0.35502656474764116,97.979672232211,two-sided,0.7233327712065378,[-0.28  0.4 ],0.06039376188914802,0.181,0.06669210958146363,0.7485251030969545,False
X86665_257.209_11.156_nan,-0.3517397341590881,176.4519795684382,two-sided,0.7254531464540024,[-0.31  0.21],0.04635986650367967,0.181,0.05979848229818586,0.7506338918356424,False
"X54190_251.164_6.997_nan;NCGC00381378-01_C20H30O4_1,10a-Dihydroxy-4,4,7,11b-tetramethyl-2,3,4,4a,5,6,6a,7,10a,11,11a,11b-dodecahydrophenanthro[3,2-b]furan-9(1H)-one",0.35204416493621615,77.67691882498616,two-sided,0.7257584465618109,[-0.31  0.45],0.06659375734545893,0.181,0.07033443290190039,0.7508643372940356,False
X62203_556.347_8.016_nan,-0.3491790639240896,168.60835826031797,two-sided,0.7273905756424295,[-0.29  0.2 ],0.04268171352006447,0.18,0.05829825135058539,0.7524673015975616,False
X80690_467.278_10.308_nan,0.34922698739192926,112.7020336966551,two-sided,0.7275705568930477,[-0.26  0.38],0.056205888235214656,0.18,0.0644397767634236,0.7525678615781104,False
X61508_345.169_8.021_nan,-0.3489622542106264,127.87050586698305,two-sided,0.7276916037269034,[-0.36  0.25],0.05356522994310718,0.18,0.06310521683867931,0.7526074463752709,False
X56408_389.195_7.222_nan,-0.3481587328921891,117.14285572689433,two-sided,0.7283458536171388,[-0.37  0.26],0.0552192849073128,0.18,0.06393342612500402,0.7531984191409264,False
X50694_307.19_6.68_nan,-0.3468128641988561,134.79340397569894,two-sided,0.7292727509334804,[-0.35  0.25],0.05219826526276241,0.18,0.06244028792915363,0.7540711761045381,False
X87524_457.367_11.39_nan,0.3456800581338138,177.89362871331156,two-sided,0.7299916148282519,[-0.21  0.3 ],0.04480262090892897,0.18,0.05914788503930791,0.7547286515827231,False
X20793_395.133_3.962_nan,0.3444106989436844,112.54894420594043,two-sided,0.7311801383921053,[-0.26  0.38],0.05545950734038832,0.18,0.06405586428160807,0.7558714972440046,False
X67267_430.295_8.751_nan,0.3424955905538507,96.97060500144948,two-sided,0.7327192253662502,[-0.28  0.4 ],0.05851271488806978,0.18,0.06565978153084846,0.7573764435004487,False
X40762_377.159_5.652_nan,-0.3423041721638824,99.44966662540452,two-sided,0.7328443663668875,[-0.4   0.28],0.057874326366586966,0.18,0.06531709409136913,0.7573986805399664,False
X85382_486.342_10.931_nan,0.34200242216882515,128.597852482925,two-sided,0.7329073461714282,[-0.25  0.36],0.05238625183946352,0.18,0.06253068293954156,0.7573986805399664,False
X37708_432.187_5.253_nan,-0.3416551784893561,158.91070576868944,two-sided,0.7330617821983415,[-0.33  0.23],0.04813424159137055,0.18,0.06056748178919295,0.7574536404618596,False
X39047_458.202_5.308_nan,-0.34170598133514324,129.2403750720687,two-sided,0.733127148709235,[-0.36  0.25],0.05224386253915027,0.18,0.06246218313693554,0.7574536404618596,False
X54546_361.164_7.114_nan,-0.3405581656187088,141.91285164015017,two-sided,0.7339398427563529,[-0.34  0.24],0.05026585636371991,0.18,0.061530395643873345,0.7582071412726691,False
X90252_549.414_12.271_nan,0.33826586508803164,111.79040969780633,two-sided,0.7357972993139013,[-0.27  0.38],0.05461105315706945,0.18,0.0636258640093695,0.7600396552331277,False
X41986_423.201_5.793_nan,-0.33690746662976284,93.52792647235088,two-sided,0.736941491859488,[-0.4   0.29],0.05844259769148996,0.18,0.06562195289375912,0.7611350725873526,False
X88373_856.608_11.639_nan,-0.33615854473960416,76.65587658673684,two-sided,0.7376697533686156,[-0.45  0.32],0.06402463018632683,0.18,0.06878038820142465,0.761800703955867,False
"X59702_321.169_7.486_nan;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]",-0.3346845197283804,89.89722069955225,two-sided,0.7386427098490644,[-0.41  0.29],0.05906549303560921,0.18,0.06595964855341027,0.7627188549628272,False
X7042_291.133_2.57_nan,0.33423249745961076,111.0616829102721,two-sided,0.7388344411297634,[-0.27  0.38],0.054095379683741326,0.18,0.06336785014256158,0.762830199721986,False
X38627_456.186_5.42_nan,-0.33297314496975927,121.030110888214,two-sided,0.739730644647195,[-0.36  0.26],0.05216824574897808,0.18,0.06242588367027481,0.7636687885922898,False
X60104_293.174_7.738_nan,-0.3320461558540465,127.75511947017559,two-sided,0.7403985509608682,[-0.36  0.25],0.05098574985172676,0.18,0.061865250137555894,0.7642715287620587,False
X54869_382.222_7.049_nan,-0.3311820851379962,155.35021771512552,two-sided,0.7409532573856377,[-0.33  0.24],0.047129288429407896,0.179,0.06012831814417635,0.7647572955102983,False
X23076_236.164_4.094_nan,0.3313061846764214,83.39164967773064,two-sided,0.7412443398592661,[-0.3   0.43],0.060515764113666555,0.179,0.06676023087086914,0.7649708896708793,False
X77881_465.321_10.074_nan,-0.3299023776111716,86.05016646818139,two-sided,0.7422755001165575,[-0.42  0.3 ],0.059381795583331766,0.179,0.06613254391465581,0.7659481156576712,False
X54299_395.206_7.007_nan,0.3291588474116567,107.67298237413993,two-sided,0.7426750260733634,[-0.27  0.38],0.053916539190117616,0.179,0.06327895631983631,0.7662734154628938,False
"X91831_923.29_12.848_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",-0.3292149821038701,89.84516736035688,two-sided,0.7427594196602929,[-0.41  0.29],0.05811511400427022,0.179,0.06544589341881266,0.7662735326848273,False
X41141_333.169_5.757_nan,0.3283449195453254,88.70934253735716,two-sided,0.7434246710287598,[-0.3   0.41],0.058290650072153394,0.179,0.06554013691748871,0.7668728283405359,False
X79856_301.179_10.282_nan,0.32592396818102193,165.91214203927012,two-sided,0.7448925930793415,[-0.23  0.32],0.044956607597435486,0.179,0.05921120798786034,0.7682998815969794,False
X24340_451.252_4.206_nan,0.3250566511661536,150.37220015031323,two-sided,0.7455900049977628,[-0.24  0.33],0.04689308140513359,0.179,0.06002647071167183,0.768931978838437,False
X55096_535.345_7.113_nan,0.32406212488314273,176.81803052030952,two-sided,0.7462740116970479,[-0.21  0.29],0.04097538553085894,0.179,0.05764514752418093,0.7695501093738868,False
X6214_222.185_2.444_nan,-0.32212537576720535,170.03864068951285,two-sided,0.7477534032050359,[-0.28  0.2 ],0.03953985094162761,0.179,0.05711667656142978,0.7709363175092208,False
X77241_1073.44_10.014_nan,0.32250309193641324,93.99033210467559,two-sided,0.7477878777071951,[-0.29  0.4 ],0.05582620024902145,0.179,0.06424381796132017,0.7709363175092208,False
X32148_351.144_4.868_nan,0.3222516917852456,103.50819809236248,two-sided,0.7479119833113687,[-0.28  0.39],0.053611795569432734,0.179,0.06312817868768211,0.7709768426606535,False
X76082_462.342_9.894_nan;Betaine Lipid DGCC 16:0,0.3216674001640023,95.72813496771255,two-sided,0.748405999650444,[-0.29  0.4 ],0.05525152614757614,0.179,0.0639498272678122,0.7713986338081664,False
X43925_293.138_5.687_nan,0.32039495899455595,110.6925267942516,two-sided,0.7492729767693973,[-0.27  0.38],0.05192216834356875,0.179,0.06230812900452109,0.7722047046913807,False
X70167_303.195_9.201_nan,0.3193689420842643,76.65664990564805,two-sided,0.7503154731796089,[-0.32  0.44],0.060826569571689595,0.179,0.06693441500376643,0.773191463464695,False
X86679_704.545_11.154_nan;Contaminant vial septum ThermoFisher C5000-44B,-0.3164874894029716,113.38606410938266,two-sided,0.7522144369337663,[-0.37  0.27],0.05081931832448145,0.179,0.06178740156747784,0.7750604783093612,False
X45017_269.138_5.873_nan,0.31439351224285866,87.2547579900422,two-sided,0.7539726924639688,[-0.3   0.41],0.056231565870817145,0.179,0.06445307850883067,0.7766960933472019,False
X70850_850.609_9.293_nan,-0.31392145099227453,169.48474377574158,two-sided,0.75396674617473,[-0.31  0.23],0.04277521993781819,0.179,0.05833482536942288,0.7766960933472019,False
X19596_383.134_3.819_nan,-0.3135291277758117,120.02211555146032,two-sided,0.754422920764263,[-0.36  0.26],0.04927573677332099,0.179,0.06107781616058543,0.7770718472401358,False
X58369_528.939_7.527_nan,0.3116395827803302,73.39029866330146,two-sided,0.7561980343969509,[-0.33  0.45],0.06075048210934546,0.178,0.06689168813559539,0.7788120218324737,False
X1834_192.102_0.872_nan,0.3107846744442444,104.27482348391143,two-sided,0.7565847079016405,[-0.28  0.38],0.051552628095172325,0.178,0.06213236729540286,0.7791220029722182,False
X3806_295.128_1.803_nan,0.3101527578923018,106.19497646102758,two-sided,0.7570526410742611,[-0.28  0.38],0.05107871545208812,0.178,0.0619088485467536,0.779515584671255,False
X18267_379.138_3.674_nan,0.3069086255433944,120.22325669205586,two-sided,0.7594438697395771,[-0.26  0.36],0.048205013578877874,0.178,0.06059876630692015,0.781889215680244,False
X66456_305.174_8.684_nan,0.30516805961551374,69.06506712461301,two-sided,0.7611559627902214,[-0.34  0.47],0.061585279761118605,0.178,0.06736349536630123,0.7834844987219532,False
X80617_331.19_10.365_nan;(3aR)-(+)-Sclareolide CollisionEnergy:205060,-0.3044444879313205,168.16273804123315,two-sided,0.7611657036087783,[-0.31  0.23],0.04167904815955381,0.178,0.05791119164385865,0.7834844987219532,False
X49348_477.303_6.448_nan,0.29987444987075024,168.2079683315646,two-sided,0.7646431733791699,[-0.21  0.28],0.036614109331707737,0.178,0.05609883925421466,0.7869748395249505,False
X23336_307.164_4.026_nan,0.2986109469741017,103.73760371805812,two-sided,0.7658342432029194,[-0.28  0.38],0.049635006729766985,0.178,0.06124097080523967,0.7879748215309305,False
X67648_317.174_8.734_nan,0.2988552768678474,90.05749838027295,two-sided,0.7657390073970426,[-0.3   0.41],0.05270079972610853,0.178,0.06268268236540363,0.7879748215309305,False
"X92307_761.447_13.05_nan;[3,4-dihydroxy-6-[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-3-yl]oxy-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl acetate",0.2981775118038678,157.19327525400692,two-sided,0.7659614466223452,[-0.24  0.32],0.04221435957746111,0.178,0.058116672721547157,0.7879748215309305,False
X1137_278.901_0.692_nan,-0.2983851262394843,117.11262916390466,two-sided,0.765938001743916,[-0.36  0.27],0.047329602955132825,0.178,0.06021509941263181,0.7879748215309305,False
X90407_332.331_12.33_nan,0.29675968881050024,62.91430139557549,two-sided,0.7676275074749679,[-0.37  0.49],0.06354371932561478,0.178,0.06849653730216465,0.78959942278113,False
X148_182.962_0.552_nan,-0.29532234578082356,161.42721376941296,two-sided,0.7681271502593765,[-0.27  0.2 ],0.035468938265043055,0.178,0.05572204121087304,0.7900239875744628,False
X56816_335.185_7.319_nan,-0.29531215122254895,101.39630962130734,two-sided,0.7683592947816986,[-0.38  0.28],0.04953770548538223,0.178,0.061196663694124465,0.7901733636642013,False
X23678_363.264_4.144_nan,0.29411641061122784,109.61036579895894,two-sided,0.7692251887619549,[-0.28  0.37],0.04784437447076756,0.178,0.060439837670247326,0.7909743741488006,False
X40215_311.148_5.402_nan;Massbank:NA000815 Artemisinin,0.29060064111870687,136.98714105276065,two-sided,0.7717962523490588,[-0.25  0.34],0.04347300892433358,0.177,0.05861033295378868,0.7935283870131904,False
X37514_351.144_5.337_nan,-0.2893036651394024,104.42032986119419,two-sided,0.7729226245170298,[-0.38  0.28],0.04796285628511091,0.177,0.060491916300792814,0.7945511280436126,False
"X92148_922.289_12.871_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0.28963306526687604,68.98036815188252,two-sided,0.7729657641383363,[-0.35  0.46],0.058492814442158016,0.177,0.06564904036559575,0.7945511280436126,False
X41393_221.117_5.657_nan,0.28620669155846684,102.61871835608889,two-sided,0.7752968100703737,[-0.28  0.38],0.04777955493828004,0.177,0.060411402025675257,0.7968571780646435,False
X91955_626.514_12.911_nan;Contaminant vial septum ThermoFisher C5000-44B,0.2856242824637686,95.09332931458603,two-sided,0.775787135745333,[-0.29  0.39],0.04919824603380625,0.177,0.061042784555243854,0.7972710114385179,False
X74356_518.324_9.699_PC(18:3/0:0); [M+H]+ C26H49N1O7P1;Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,0.2827081599398592,145.15259468189785,two-sided,0.7778033062628853,[-0.25  0.33],0.04136330858649602,0.177,0.05779124524345125,0.7992526741119069,False
X86257_1124.619_11.062_nan,-0.28164143551349274,177.9886522025497,two-sided,0.7785456432643731,[-0.29  0.22],0.03636018912143894,0.177,0.056014244218145146,0.7999250749869681,False
X81399_480.295_10.468_nan,-0.2814018503839328,145.02940660413987,two-sided,0.7788032981299142,[-0.33  0.25],0.04118587573853491,0.177,0.057724247539428036,0.8000993883160655,False
X30709_444.186_4.738_nan,-0.2801475712366175,168.89337776220495,two-sided,0.7797071209599951,[-0.31  0.23],0.03825452864882312,0.177,0.05665974794515405,0.8009374244456304,False
X85287_564.39_10.881_nan,0.27911218262044635,131.24333092983056,two-sided,0.7805980756616243,[-0.26  0.35],0.04243005760952078,0.177,0.05820022379058147,0.8017620542154866,False
X22063_386.144_3.922_nan,0.2778295473578467,105.7717876678376,two-sided,0.7816855450051677,[-0.28  0.37],0.04582730027824651,0.177,0.05957342948805285,0.802697647976845,False
X47649_336.162_6.256_nan,-0.2777999256614314,124.42298770380175,two-sided,0.7816270238445763,[-0.35  0.27],0.04307767536864178,0.177,0.05845368594294575,0.802697647976845,False
X21318_407.226_3.981_nan,-0.27736003860773023,172.58170810584022,two-sided,0.7818356151136964,[-0.3   0.23],0.03733387822960868,0.177,0.056341879540126184,0.8027610855577332,False
X58672_515.263_7.556_nan,-0.27709284988563426,137.74463625871851,two-sided,0.7821242094543372,[-0.34  0.26],0.04136600848476241,0.177,0.057792266974251154,0.802966724521097,False
X8363_340.212_2.654_nan,0.2766221230809273,103.35619068802856,two-sided,0.7826227008546456,[-0.29  0.38],0.046047541299205394,0.177,0.05966617730730446,0.8033877832415534,False
X51422_522.342_6.659_nan,0.2738259984352784,176.94839763015818,two-sided,0.7845377174752036,[-0.22  0.3 ],0.035944041348596675,0.177,0.055876892564066374,0.8052626921748195,False
X88118_304.299_11.594_nan,0.27355172197085287,95.81794790649064,two-sided,0.7850179241352697,[-0.3   0.39],0.0469683832096205,0.177,0.06005888245251932,0.8056646310235774,False
X6530_229.118_2.406_Spectral Match to PyroGlu-Val from NIST14,-0.2727463684285517,162.1783843004526,two-sided,0.7853951634252723,[-0.27  0.21],0.032811805703076645,0.177,0.05489444922846034,0.8059608155601101,False
X20281_339.155_3.855_nan,-0.2724506345401453,102.93073200228939,two-sided,0.7858213481695506,[-0.38  0.29],0.04542789206787982,0.177,0.059406389059040735,0.8062161698891396,False
X56673_421.221_7.304_nan,0.2725142760812506,105.75118427013274,two-sided,0.7857580137547553,[-0.28  0.37],0.0449540049487906,0.177,0.05921013587569423,0.8062161698891396,False
X76511_878.641_9.937_nan,0.2687616794876777,124.22044887642443,two-sided,0.7885589377116763,[-0.27  0.35],0.04170142262045601,0.176,0.057919726705378094,0.8089335283396775,False
X81197_494.277_10.447_nan,0.26725089764256305,177.5693989361236,two-sided,0.7895861302893972,[-0.22  0.29],0.03484432257500983,0.176,0.05552163476515827,0.8098958818356498,False
X51500_291.195_6.677_nan,0.2657363002966878,176.36564712120122,two-sided,0.7907526817947521,[-0.23  0.3 ],0.035046961444930594,0.176,0.05558625573765737,0.8110009456151028,False
X40236_407.169_5.553_nan,0.26565010716937043,118.80197455134471,two-sided,0.7909691292483789,[-0.27  0.36],0.04191099343112068,0.176,0.057999896878256706,0.811131437302759,False
X41188_400.196_5.551_nan,0.26486507960998557,89.09524670891618,two-sided,0.7917252036200656,[-0.31  0.4 ],0.04693006639454383,0.176,0.060042383315087544,0.8118152195008048,False
X37274_407.169_5.336_nan,0.2626526902287473,122.2986347859522,two-sided,0.7932602213849286,[-0.27  0.35],0.040990999997430305,0.176,0.05765100111935064,0.8132974664898254,False
X9328_369.117_2.811_nan,-0.2571465414779238,104.36721318497908,two-sided,0.7975719329679414,[-0.37  0.29],0.04264021455195883,0.176,0.0582820455993738,0.8176258895641587,False
X56991_475.317_7.347_nan,-0.25598471883249646,164.11107595363214,two-sided,0.7982832209995957,[-0.31  0.24],0.03551149538491603,0.176,0.05573582681455254,0.8182628010516713,False
X36228_374.181_5.211_nan,0.2547918498159018,120.92795513979607,two-sided,0.7993166658597672,[-0.27  0.35],0.039931864431293394,0.176,0.05725908924887226,0.8192297515496566,False
X76318_373.2_9.911_nan,0.2545332816894054,118.86840832965031,two-sided,0.7995234089403153,[-0.27  0.35],0.040148697731891635,0.176,0.05733847497635933,0.8193492824712969,False
X68090_295.19_8.882_nan,0.2536959867119712,68.46010441309514,two-sided,0.8004908011880306,[-0.36  0.46],0.05146746020434446,0.176,0.06209204215958981,0.8202482096699621,False
X3012_281.113_1.403_nan,0.25286342257727923,105.45712951485518,two-sided,0.8008659955670558,[-0.29  0.37],0.04175815926151994,0.176,0.057941390617574924,0.8205401883813017,False
